학교명,전공명,과목명
서울대학교,언론정보학과,커뮤니케이션특강
서울대학교,언론정보학과,글로벌 커뮤니케이션
서울대학교,언론정보학과,인터넷과 디지털문화
서울대학교,언론정보학과,미디어법률과 제도
서울대학교,언론정보학과,탐사보도 분석과 기획
서울대학교,언론정보학과,현대문화의 이해
서울대학교,언론정보학과,커뮤니케이션학사
서울대학교,언론정보학과,언론정보문화특강
서울대학교,언론정보학과,비판커뮤니케이션론
서울대학교,언론정보학과,정치커뮤니케이션
서울대학교,언론정보학과,대인커뮤니케이션
서울대학교,언론정보학과,인터넷 시대의 읽기와 쓰기
서울대학교,언론정보학과,광고론
서울대학교,언론정보학과,컴퓨터매개커뮤니케이션
서울대학교,언론정보학과,미디어 현장 연습
서울대학교,언론정보학과,언론 현장 연습
서울대학교,언론정보학과,저널리즘의 이해
서울대학교,언론정보학과,한국미디어사
서울대학교,언론정보학과,"커뮤니케이션, 문명, 사회변동"
서울대학교,언론정보학과,디지털 미디어의 이해
서울대학교,인류학과,문화와 경제
서울대학교,인류학과,문화와 권력
서울대학교,인류학과,문화와 언어
서울대학교,인류학과,민속학
서울대학교,인류학과,사회집단과 불평등
서울대학교,인류학과,인류학박물관실습
서울대학교,인류학과,인류학사
서울대학교,인류학과,인류학연구방법실습
서울대학교,인류학과,종교문화의 이해
서울대학교,인류학과,전지구화와 한국사회
서울대학교,인류학과,전지구화와 문화변동
서울대학교,인류학과,인터넷의 인류학
서울대학교,인류학과,인체골격인류학실습
서울대학교,인류학과,인류학과 질적연구방법
서울대학교,인류학과,인류 진화와 질병
서울대학교,인류학과,인류 진화와 이주
서울대학교,인류학과,음식과 문화
서울대학교,인류학과,영상인류학실습
서울대학교,인류학과,언어현지조사
서울대학교,인류학과,언어와 아이덴티티
서울대학교,인류학과,언어와 감정
서울대학교,인류학과,"스포츠, 여가, 문화"
서울대학교,인류학과,생물인류학 및 실습
서울대학교,인류학과,북한의 인류학
서울대학교,인류학과,미디어 인류학
서울대학교,인류학과,문화유산과 문화정책
서울대학교,인류학과,문화와 의사소통
서울대학교,인류학과,문화와 심리
서울대학교,인류학과,몸의 인류학
서울대학교,인류학과,동아시아의 문화와 전지구화
서울대학교,인류학과,과학기술과 문화
서울대학교,인류학과,공연예술의 인류학
서울대학교,인류학과,혼인과 가족
서울대학교,인류학과,일본문화의 이해
서울대학교,인류학과,인류학의 이해
서울대학교,인류학과,마음의 진화와 문화
서울대학교,인류학과,도시생활과 문화
서울대학교,인류학과,중국 도시문화와 전지구화 
서울대학교,인류학과,한국 대중문화의 인류학
서울대학교,인류학과,한국 디지털 문화의 인류학
서울대학교,정치외교학부(외교학전공),중국외교정책론
서울대학교,정치외교학부(외교학전공),국제정치의 길잡이
서울대학교,정치외교학부(외교학전공),정보세계정치론
서울대학교,정치외교학부(외교학전공),한반도와 국제정치
서울대학교,정치외교학부(외교학전공),일본과 국제관계
서울대학교,정치외교학부(외교학전공),세계지역연구개론
서울대학교,정치외교학부(외교학전공),무역과 투자의 국제정치경제
서울대학교,정치외교학부(외교학전공),금융과 발전의 국제정치경제
서울대학교,정치외교학부(외교학전공),국제정치 자료분석
서울대학교,정치외교학부(외교학전공),국제문화론
서울대학교,정치외교학부(외교학전공),국제기구론
서울대학교,정치외교학부(외교학전공),국제관계사 2
서울대학교,정치외교학부(외교학전공),환경과 세계정치
서울대학교,정치외교학부(외교학전공),탈근대세계정치론
서울대학교,정치외교학부(외교학전공),한국외교사
서울대학교,정치외교학부(외교학전공),동아시아 국제정치사상론
서울대학교,정치외교학부(외교학전공),러시아 국제관계론
서울대학교,정치외교학부(외교학전공),국제관계사 1
서울대학교,정치외교학부(외교학전공),국제정치경제론
서울대학교,정치외교학부(외교학전공),국제정치학개론
서울대학교,정치외교학부(외교학전공),국제정치연습
서울대학교,정치외교학부(외교학전공),글로벌 냉전의 이해
서울대학교,정치외교학부(외교학전공),한일관계론
서울대학교,정치외교학부(외교학전공),미국 정책결정과정의 이해
서울대학교,정치외교학부(외교학전공),테러리즘과 반테러리즘의 정치
서울대학교,정치외교학부(정치학전공),거버넌스의 이해
서울대학교,정치외교학부(정치학전공),중국정치론
서울대학교,정치외교학부(정치학전공),한국정치론
서울대학교,정치외교학부(정치학전공),한국정치사입문
서울대학교,정치외교학부(정치학전공),행정학서론
서울대학교,정치외교학부(정치학전공),현대민주주의의 쟁점
서울대학교,정치외교학부(정치학전공),헌법
서울대학교,정치외교학부(정치학전공),동아시아정치사상
서울대학교,정치외교학부(정치학전공),정치학원론
서울대학교,정치외교학부(정치학전공),법과 민주주의
서울대학교,정치외교학부(정치학전공),한국헌정사
서울대학교,정치외교학부(정치학전공),정치사회이론 I: 고전연구
서울대학교,정치외교학부(정치학전공),계량정치
서울대학교,정치외교학부(정치학전공),정치사회 현대이론
서울대학교,정치외교학부(정치학전공),현대정치사상
서울대학교,정치외교학부(정치학전공),정치학연습
서울대학교,정치외교학부(정치학전공),정치학연구방법론
서울대학교,정치외교학부(정치학전공),정치경제론
서울대학교,정치외교학부(정치학전공),인사행정
서울대학교,정치외교학부(정치학전공),의회정치론
서울대학교,정치외교학부(정치학전공),서양정치사상2
서울대학교,정치외교학부(정치학전공),서양정치사상1
서울대학교,정치외교학부(정치학전공),비교정치론
서울대학교,정치외교학부(정치학전공),북한의 정치와 사회
서울대학교,정치외교학부(정치학전공),미국정치론
서울대학교,정치외교학부(정치학전공),동아시아정치경제
서울대학교,정치외교학부(정치학전공),공공선택이론
서울대학교,정치외교학부(정치학전공),정치학특강
서울대학교,지리학과,아메리카지리
서울대학교,지리학과,스마트도시의 지리학
서울대학교,지리학과,수도권지리
서울대학교,지리학과,생물지형학과 실험
서울대학교,지리학과,생물지리학과 실험
서울대학교,지리학과,아시아지리
서울대학교,지리학과,역사지리학
서울대학교,지리학과,위성영상정보의 이해와 활용
서울대학교,지리학과,유럽지리
서울대학교,지리학과,인구변동과 이동의 지리학
서울대학교,지리학과,인류세와 지속가능성
서울대학교,지리학과,인문지리학개론
서울대학교,지리학과,자연지리학개론
서울대학교,지리학과,자원론
서울대학교,지리학과,컴퓨터 지도학
서울대학교,지리학과,중국지리
서울대학교,지리학과,지리공간의 역사와 사상
서울대학교,지리학과,지리학입문
서울대학교,지리학과,지역답사
서울대학교,지리학과,산업입지와 정책
서울대학교,지리학과,사회지리학
서울대학교,지리학과,북한지역연구특강
서울대학교,지리학과,토양환경론과 실험
서울대학교,지리학과,토지주택론
서울대학교,지리학과,한국지리
서울대학교,지리학과,환경재해와 사회
서울대학교,지리학과,개발도상국발전문제
서울대학교,지리학과,경영지리학의 이해
서울대학교,지리학과,경제지리학
서울대학교,지리학과,공간정보분석 1: 통계모형
서울대학교,지리학과,공간정보분석 2: 머신러닝
서울대학교,지리학과,지형학과 실험
서울대학교,지리학과,공간정보분석 3: 시공간데이터사이언스
서울대학교,지리학과,공간정치와 지정학
서울대학교,지리학과,교통과 정보통신의 지리학
서울대학교,지리학과,글로벌 지역연구 방법론
서울대학교,지리학과,기후학과 기후변화
서울대학교,지리학과,도시지리학
서울대학교,지리학과,문화지리학
서울대학교,지리학과,법제지리학과 도시지역정책
서울대학교,생활과학대학,주거생활교육론
서울대학교,생활과학대학,가정교육론
서울대학교,소비자아동학부(소비자학전공),은퇴설계와 재무상담
서울대학교,소비자아동학부(소비자학전공),소비자행태론
서울대학교,소비자아동학부(소비자학전공),소비자학의 이해
서울대학교,소비자아동학부(소비자학전공),ICT시장과 소비자
서울대학교,소비자아동학부(소비자학전공),가계경제론
서울대학교,소비자아동학부(소비자학전공),글로벌시장과 소비자
서울대학교,소비자아동학부(소비자학전공),금융시장과 소비자
서울대학교,소비자아동학부(소비자학전공),소비문화론
서울대학교,소비자아동학부(소비자학전공),소비와 윤리
서울대학교,소비자아동학부(소비자학전공),소비자교육론
서울대학교,소비자아동학부(소비자학전공),소비자보호관련법
서울대학교,소비자아동학부(소비자학전공),소비자분석의 기초
서울대학교,소비자아동학부(소비자학전공),소비자빅데이터분석
서울대학교,소비자아동학부(소비자학전공),소비자상담과 분쟁조정
서울대학교,소비자아동학부(소비자학전공),소비자시장환경분석론
서울대학교,소비자아동학부(소비자학전공),소비자심리의 이해
서울대학교,소비자아동학부(소비자학전공),소비자와 상품기획
서울대학교,소비자아동학부(소비자학전공),소비자와 시간
서울대학교,소비자아동학부(소비자학전공),소비자학연구
서울대학교,소비자아동학부(소비자학전공),소비자학고전강독
서울대학교,소비자아동학부(소비자학전공),소비자포트폴리오
서울대학교,소비자아동학부(소비자학전공),소비자트렌드분석
서울대학교,소비자아동학부(소비자학전공),소비자지역연계프로젝트
서울대학교,소비자아동학부(소비자학전공),소비자주의론
서울대학교,소비자아동학부(소비자학전공),소비자정책론
서울대학교,소비자아동학부(소비자학전공),소비자정성분석론
서울대학교,소비자아동학부(소비자학전공),소비자정량분석론
서울대학교,소비자아동학부(소비자학전공),소비자재무설계
서울대학교,소비자아동학부(소비자학전공),소비자유통론
서울대학교,소비자아동학부(소비자학전공),소비자와 정보
서울대학교,소비자아동학부(아동가족학전공),보육학개론
서울대학교,소비자아동학부(아동가족학전공),아동생활지도
서울대학교,소비자아동학부(아동가족학전공),영유아발달
서울대학교,소비자아동학부(아동가족학전공),영유아 교수방법론
서울대학교,소비자아동학부(아동가족학전공),언어지도
서울대학교,소비자아동학부(아동가족학전공),아동수학지도
서울대학교,소비자아동학부(아동가족학전공),성인발달과 노화
서울대학교,소비자아동학부(아동가족학전공),아동·청소년 발달진단 및 심리평가
서울대학교,소비자아동학부(아동가족학전공),아동가족 조사분석
서울대학교,소비자아동학부(아동가족학전공),아동가족과 법
서울대학교,소비자아동학부(아동가족학전공),아동가족인턴십 1
서울대학교,소비자아동학부(아동가족학전공),아동가족인턴십 2
서울대학교,소비자아동학부(아동가족학전공),아동가족자율연구
서울대학교,소비자아동학부(아동가족학전공),아동가족트렌드와 빅데이터분석
서울대학교,소비자아동학부(아동가족학전공),아동가족학논문작성
서울대학교,소비자아동학부(아동가족학전공),아동관찰 및 행동연구
서울대학교,소비자아동학부(아동가족학전공),아동권리와 복지
서울대학교,소비자아동학부(아동가족학전공),아동문학교육
서울대학교,소비자아동학부(아동가족학전공),아동미술
서울대학교,소비자아동학부(아동가족학전공),인간발달
서울대학교,소비자아동학부(아동가족학전공),청소년발달
서울대학교,소비자아동학부(아동가족학전공),아동상담론
서울대학교,소비자아동학부(아동가족학전공),특수아동의 이해
서울대학교,소비자아동학부(아동가족학전공),보육실습
서울대학교,소비자아동학부(아동가족학전공),가족관계
서울대학교,소비자아동학부(아동가족학전공),가족생활교육
서울대학교,소비자아동학부(아동가족학전공),가족위기와 개입
서울대학교,소비자아동학부(아동가족학전공),가족이론
서울대학교,소비자아동학부(아동가족학전공),가족정책론
서울대학교,소비자아동학부(아동가족학전공),가족치료
서울대학교,소비자아동학부(아동가족학전공),가족현장실습
서울대학교,소비자아동학부(아동가족학전공),건강가정론
서울대학교,소비자아동학부(아동가족학전공),고령화와 가족
서울대학교,소비자아동학부(아동가족학전공),놀이지도
서울대학교,소비자아동학부(아동가족학전공),다문화가족과 글로벌 이슈
서울대학교,소비자아동학부(아동가족학전공),보육과정
서울대학교,소비자아동학부(아동가족학전공),보육교사론
서울대학교,식품영양학과,식품영양정책
서울대학교,식품영양학과,식품영양학의 이해
서울대학교,식품영양학과,식품위생학
서울대학교,식품영양학과,식품재료학
서울대학교,식품영양학과,식품화학
서울대학교,식품영양학과,실험조리 및 관능검사실습
서울대학교,식품영양학과,영양사현장실습(계절수업)
서울대학교,식품영양학과,영양정보관리 및 상담
서울대학교,식품영양학과,영양평가 및 실습
서울대학교,식품영양학과,유기화학
서울대학교,식품영양학과,인체생리학
서울대학교,식품영양학과,임상영양학 및 실험
서울대학교,식품영양학과,조리원리 및 실습
서울대학교,식품영양학과,지역사회영양학
서울대학교,식품영양학과,식품영양연구
서울대학교,식품영양학과,식품영양산업연구 인턴십2
서울대학교,식품영양학과,식품영양산업연구 인턴십1
서울대학교,식품영양학과,고급영양학
서울대학교,식품영양학과,급식경영학
서울대학교,식품영양학과,기초영양학
서울대학교,식품영양학과,단체급식관리 및 실습
서울대학교,식품영양학과,마이크로바이옴과 영양
서울대학교,식품영양학과,분자영양학
서울대학교,식품영양학과,생애주기영양학
서울대학교,식품영양학과,생화학
서울대학교,식품영양학과,식생활관리학 및 실험
서울대학교,식품영양학과,식생활문화 및 실습
서울대학교,식품영양학과,식이요법 및 실험
서울대학교,식품영양학과,식품가공 및 저장학
서울대학교,식품영양학과,식품미생물학 및 실험
서울대학교,식품영양학과,식품분석실험
서울대학교,식품영양학과,식품영양 커뮤니케이션
서울대학교,식품영양학과,식품영양연구를 위한 데이터사이언스 및 실습
서울대학교,의류학과,패션디자인발상
서울대학교,의류학과,패션디자인 CAD
서울대학교,의류학과,패션드로잉
서울대학교,의류학과,패션과 컬러
서울대학교,의류학과,패션과 비주얼머천다이징
서울대학교,의류학과,패션 e-비즈니스
서울대학교,의류학과,테크니컬 디자인
서울대학교,의류학과,테일러링
서울대학교,의류학과,인체와 의복구성설계
서울대학교,의류학과,인체공학적 의복 디자인 설계
서울대학교,의류학과,의복생리학 및 개인보호복 실험
서울대학교,의류학과,패션리테일링
서울대학교,의류학과,패션마케팅
서울대학교,의류학과,패션마케팅커뮤니케이션
서울대학교,의류학과,패션머천다이징
서울대학교,의류학과,패션문화사
서울대학교,의류학과,패션산업인턴십
서울대학교,의류학과,패션소비자분석
서울대학교,의류학과,패션일러스트레이션
서울대학교,의류학과,패션컬렉션
서울대학교,의류학과,패션콘텐츠기획
서울대학교,의류학과,패션 테크놀로지
서울대학교,의류학과,한국복식문화사 
서울대학교,의류학과,한복구성학 및 실습
서울대학교,의류학과,의복구성실습
서울대학교,의류학과,의복과 건강
서울대학교,의류학과,의류소재평가
서울대학교,의류학과,3D 패션스튜디오
서울대학교,의류학과,3D 패턴 CAD 및 가상착의 1
서울대학교,의류학과,3D 패턴 CAD 및 가상착의 2
서울대학교,의류학과,글로벌패션비즈니스
서울대학교,의류학과,복식사회심리
서울대학교,의류학과,스마트의류제조기술
서울대학교,의류학과,액티브웨어 개발
서울대학교,의류학과,우주복의 이해 및 실험
서울대학교,의류학과,의류소재 기초화학 및 실험
서울대학교,의류학과,의류소재관리 및 실험
서울대학교,의류학과,의류소재구성
서울대학교,의류학과,의류소재섬유
서울대학교,의류학과,의류소재염색가공 및 실험
서울대학교,수의예과,수의생물학
서울대학교,수의예과,수의통계학
서울대학교,수의예과,의생명연구방법의 이해
서울대학교,수의예과,수의생명의학 1 (생물학개론)
서울대학교,수의예과,수의생명의학 2 (생명현상의 이해)
서울대학교,수의예과,수의생명의학 4 (수의유전(체)학)
서울대학교,수의예과,수의생명의학 3 (수의분자세포생물학)
서울대학교,수의예과,수의유전학개론
서울대학교,수의예과,수의분자세포생물학
서울대학교,수의예과,수의전문직업성 2 (동물 돌봄과 동물복지)
서울대학교,수의예과,수의용어학
서울대학교,수의예과,수의학개론
서울대학교,수의예과,예비수의사를위한자기계발
서울대학교,수의예과,수의학이해
서울대학교,수의예과,수의전문직업성 3 (인간동물관계와 원헬스)
서울대학교,수의예과,수의전문직업성 4 (진로탐구와 동물병원 실습)
서울대학교,수의예과,동물 아카데미
서울대학교,수의예과,수의전문직업성 1 (수의역사와 직업정체성)
서울대학교,수의학과,수의전염병학
서울대학교,수의학과,수의병리학 2
서울대학교,수의학과,수의기생충학 2
서울대학교,수의학과,실험동물의학
서울대학교,수의학과,예방수의학통합실습 3
서울대학교,수의학과,예방수의학통합실습 4
서울대학교,수의학과,소동물외과학 1
서울대학교,수의학과,소동물내과학 1
서울대학교,수의학과,수의산과학 1
서울대학교,수의학과,수의임상병리학
서울대학교,수의학과,수의영상의학 1
서울대학교,수의학과,수의마취통증의학
서울대학교,수의학과,가금질병학 1
서울대학교,수의학과,수의응급 및 중환자관리학
서울대학교,수의학과,임상수의학통합실습 1
서울대학교,수의학과,임상수의학통합실습 2
서울대학교,수의학과,소동물외과학 2
서울대학교,수의학과,소동물내과학 2
서울대학교,수의학과,수의공중보건학 2
서울대학교,수의학과,수의미생물학 2
서울대학교,수의학과,예방수의학통합실습 2
서울대학교,수의학과,수의생화학 1
서울대학교,수의학과,수의약리학 1
서울대학교,수의학과,기초수의학통합실습 1
서울대학교,수의학과,기초수의학통합실습 2
서울대학교,수의학과,수의해부학 2
서울대학교,수의학과,수의조직학 2
서울대학교,수의학과,수의생화학 2
서울대학교,수의학과,수의생리학 2
서울대학교,수의학과,수의약리학 2
서울대학교,수의학과,수의독성학
서울대학교,수의학과,기초수의학통합실습 3
서울대학교,수의학과,기초수의학통합실습 4
서울대학교,수의학과,수의미생물학 1
서울대학교,수의학과,수의공중보건학 1
서울대학교,수의학과,수의면역학
서울대학교,수의학과,수의병리학 1
서울대학교,수의학과,수의기생충학 1
서울대학교,수의학과,예방수의학통합실습 1
서울대학교,수의학과,대동물내과학
서울대학교,수의학과,수의산과학 2
서울대학교,수의학과,수의영상의학 2
서울대학교,수의학과,수의 임상 모의 실습
서울대학교,수의학과,수의학과 창업
서울대학교,수의학과,기능성 영양소와 질병예방
서울대학교,수의학과,노벨상 연구특강
서울대학교,수의학과,수의정보학
서울대학교,수의학과,임상해부학
서울대학교,수의학과,수의병태생리학 2
서울대학교,수의학과,수의병태생리학 1
서울대학교,수의학과,수의법의학개론
서울대학교,수의학과,수의진단검사의학 개론
서울대학교,수의학과,수의임상면역학
서울대학교,수의학과,3D 동영상으로 보는 소동물 골절 교정 기법
서울대학교,수의학과,"3D 동영상으로 보는 소동물 정형, 신경외과 수술 기법"
서울대학교,수의학과,수의대생을 위한 혁신과 기업가 정신 Ⅰ
서울대학교,수의학과,수의통증의학
서울대학교,수의학과,승마 이론 및 실습
서울대학교,수의학과,수의대생을 위한 혁신과 기업가 정신 1
서울대학교,수의학과,수의대생을 위한 혁신과 기업가 정신 2
서울대학교,수의학과,수의생물정보학
서울대학교,수의학과,동물보호소 관리학
서울대학교,수의학과,원헬스 개론
서울대학교,수의학과,수의치과학
서울대학교,수의학과,야생동물의학
서울대학교,수의학과,가금질병학 2
서울대학교,수의학과,수생생물의학
서울대학교,수의학과,대동물외과학
서울대학교,수의학과,임상수의학통합실습 3
서울대학교,수의학과,임상수의학통합실습 4
서울대학교,수의학과,수의 응급의학
서울대학교,수의학과,수의임상약리학
서울대학교,수의학과,전통수의학
서울대학교,수의학과,수의세포조직공학개론
서울대학교,수의학과,동물병원 경영학
서울대학교,수의학과,수의 영양학
서울대학교,수의학과,동물복지개론
서울대학교,수의학과,수의임상종양학
서울대학교,수의학과,수의종양치료학 개론
서울대학교,수의학과,수의통합의학개론
서울대학교,수의학과,수의생물공학
서울대학교,수의학과,수의생리학 1
서울대학교,수의학과,수의조직학 1
서울대학교,수의학과,동물행동치료학
서울대학교,수의학과,수생생물의학 및 실습
서울대학교,수의학과,가금질병학 및 실습
서울대학교,수의학과,수의방사선과학 및 실습
서울대학교,수의학과,수의공중보건학 및 실습 2
서울대학교,수의학과,동물-수의사-사회
서울대학교,수의학과,실험동물의학 및 실습
서울대학교,수의학과,수의공중보건학 및 실습 1
서울대학교,수의학과,수의전염병학 및 실습
서울대학교,수의학과,수의독성학 및 실습 2
서울대학교,수의학과,수의독성학 및 실습1
서울대학교,수의학과,수의기생충학 및 실습 2
서울대학교,수의학과,수의병리학 및 실습 2
서울대학교,수의학과,수의병리학 및 실습 1
서울대학교,수의학과,수의면역학 및 실습
서울대학교,수의학과,수의미생물학 및 실습 2
서울대학교,수의학과,수의약리학 및 실습 2
서울대학교,수의학과,수의기초임상신경과학
서울대학교,수의학과,수의신경과학
서울대학교,수의학과,수의생물공학 및 실습
서울대학교,수의학과,수의기생충학 및 실습 1
서울대학교,수의학과,수의미생물학 및 실습 1
서울대학교,수의학과,수의약리학 및 실습 1
서울대학교,수의학과,수의생리학 및 실습 2
서울대학교,수의학과,수의생리학 및 실습 1
서울대학교,수의학과,수의생화학 및 실습 2
서울대학교,수의학과,수의생화학 및 실습 1
서울대학교,수의학과,수의조직학 및 실습 2
서울대학교,수의학과,수의조직학 및 실습 1
서울대학교,수의학과,수의해부학 및 실습 2
서울대학교,수의학과,수의해부학 및 실습 1
서울대학교,수의학과,수의임상병리학 및 실습
서울대학교,수의학과,수의진단영상학 및 실습
서울대학교,수의학과,수의해부학 1
서울대학교,수의학과,수의응급의학병원실습
서울대학교,수의학과,소동물일반외과학병원실습
서울대학교,수의학과,소동물정형/신경외과학병원실습
서울대학교,수의학과,소동물내과학병원실습 2
서울대학교,수의학과,소동물내과학병원실습 1
서울대학교,수의학과,현장실습 5
서울대학교,수의학과,현장실습 4
서울대학교,수의학과,현장실습 3
서울대학교,수의학과,현장실습 2
서울대학교,수의학과,현장실습 1
서울대학교,수의학과,수의학심화실습
서울대학교,수의학과,수의마취학병원실습
서울대학교,수의학과,수의야생동물질병학병원실습
서울대학교,수의학과,수의임상병리학병원실습
서울대학교,수의학과,수의산과학병원실습
서울대학교,수의학과,수의안과학병원실습
서울대학교,수의학과,수의외과학 및 실습 1
서울대학교,수의학과,수의외과학 및 실습 2
서울대학교,수의학과,수의산과학 및 실습 1
서울대학교,수의학과,수의산과학 및 실습 2
서울대학교,수의학과,수의안과학
서울대학교,수의학과,수의피부과학
서울대학교,수의학과,야생동물질병학 및 실습
서울대학교,수의학과,수의사법규
서울대학교,수의학과,소동물내과학 및 실습1
서울대학교,수의학과,소동물내과학 및 실습2
서울대학교,수의학과,대동물내과학 및 실습
서울대학교,수의학과,대동물병원실습
서울대학교,수의학과,수의피부과학병원실습
서울대학교,수의학과,수의영상의학병원실습
서울대학교,약학계열(6년제),약학자와 약사를 위한 의사소통
서울대학교,약학계열(6년제),약화학 2
서울대학교,약학계열(6년제),생화학 2
서울대학교,약학계열(6년제),생리학
서울대학교,약학계열(6년제),약학미생물학(핵심)
서울대학교,약학계열(6년제),예술속의 약학
서울대학교,약학계열(6년제),약용식물학
서울대학교,약학계열(6년제),세포와 유전
서울대학교,약학계열(6년제),명저와 약학
서울대학교,약학계열(6년제),약학윤리
서울대학교,약학계열(6년제),약화학 1
서울대학교,약학계열(6년제),생화학 1
서울대학교,약학계열(6년제),심화 물리약학 
서울대학교,약학계열(6년제),물리약학 
서울대학교,약학계열(6년제),약학개론
서울대학교,약학계열(6년제),해부학
서울대학교,약학계열(6년제),약학실습 4
서울대학교,약학계열(6년제),비판적 심화탐구
서울대학교,약학계열(6년제),약학리더십
서울대학교,약학계열(6년제),의약품개발사
서울대학교,약학계열(6년제),면역학
서울대학교,약학계열(6년제),병리학(핵심)
서울대학교,약학계열(6년제),생약학(핵심)
서울대학교,약학계열(6년제),약품분석학(핵심)
서울대학교,약학계열(6년제),약학실습 1
서울대학교,약학계열(6년제),의약품합성화학
서울대학교,약학계열(6년제),약학미생물학(심화)
서울대학교,약학계열(6년제),응용약학통계학
서울대학교,약학계열(6년제),약물학 1
서울대학교,약학계열(6년제),제제학과 약물동태학의 기초
서울대학교,약학계열(6년제),약학실습 3
서울대학교,약학계열(6년제),약학 인재를 위한 기업가 정신과 창업
서울대학교,약학계열(6년제),면역질환과 면역치료
서울대학교,약학계열(6년제),의약품합성화학(심화)
서울대학교,약학계열(6년제),의약분자생물학
서울대학교,약학계열(6년제),약품분석학(심화)
서울대학교,약학계열(6년제),생약학(심화)
서울대학교,약학계열(6년제),병리학(심화)
서울대학교,약학계열(6년제),예방약학 1
서울대학교,약학계열(6년제),약학실습 2
서울대학교,약학과(2+4년제),약물유전체학
서울대학교,약학과(2+4년제),임상약동학
서울대학교,약학과(2+4년제),임상약물학
서울대학교,약학과(2+4년제),약용식물학
서울대학교,약학과(2+4년제),의약화학?2
서울대학교,약학과(2+4년제),분자종양생물학
서울대학교,약학과(2+4년제),사회약학
서울대학교,약학과(2+4년제),심화약학실습1
서울대학교,약학과(2+4년제),심화약학실습2
서울대학교,약학과(2+4년제),기능성식품?및?화장품
서울대학교,약학과(2+4년제),신약개발의 원리
서울대학교,약학과(2+4년제),분자병태생리학
서울대학교,약학과(2+4년제),의약분자생물학
서울대학교,약학과(2+4년제),약물치료학?1
서울대학교,약학과(2+4년제),약물치료학?2
서울대학교,약학과(2+4년제),약물치료학?3
서울대학교,약학과(2+4년제),약물치료학?4
서울대학교,약학과(2+4년제),천연물의약학
서울대학교,약학과(2+4년제),실무실습?1
서울대학교,약학과(2+4년제),실무실습?2
서울대학교,약학과(2+4년제),실무실습?3
서울대학교,약학과(2+4년제),천연물화학
서울대학교,약학과(2+4년제),약물치료학실습?1
서울대학교,약학과(2+4년제),약물치료학실습?2
서울대학교,약학과(2+4년제),독성학
서울대학교,약학과(2+4년제),생물의약분석
서울대학교,약학과(2+4년제),유용천연물소재학
서울대학교,약학과(2+4년제),바이오의약품학
서울대학교,약학과(2+4년제),유기약품합성화학특론
서울대학교,약학과(2+4년제),맞춤약제학
서울대학교,약학과(2+4년제),약물송달학
서울대학교,약학과(2+4년제),의약품개발사
서울대학교,약학과(2+4년제),실무실습?4
서울대학교,약학과(6년제),실무실습 1 
서울대학교,약학과(6년제),의약화학 1 (핵심)
서울대학교,약학과(6년제),실전의약품합성
서울대학교,약학과(6년제),약학연구 2
서울대학교,약학과(6년제),약물치료학: 면역과 피부 질환
서울대학교,약학과(6년제),기기분석
서울대학교,약학과(6년제),약전 밎 의약품 품질제조관리
서울대학교,약학과(6년제),약물치료학 및 실습: 소화기와 근골격계 질환
서울대학교,약학과(6년제),바이오의약품학
서울대학교,약학과(6년제),임상약물학
서울대학교,약학과(6년제),의약화학 2 (심화)
서울대학교,약학과(6년제),유용천연물소재학
서울대학교,약학과(6년제),약학연구 1
서울대학교,약학과(6년제),약물 송달학 
서울대학교,약학과(6년제),생물의약분석
서울대학교,약학과(6년제),독성학
서울대학교,약학과(6년제),약물치료학 및 실습: 내분비와 신장 질환
서울대학교,약학과(6년제),약료학 및 실습
서울대학교,약학과(6년제),사회약학원론
서울대학교,약학과(6년제),임상약학개론
서울대학교,약학과(6년제),임상약동력학 
서울대학교,약학과(6년제),예방약학 2
서울대학교,약학과(6년제),약물치료학 및 실습: 심혈관과 호흡기 질환
서울대학교,약학과(6년제),응용약물동태학과 생물약제학
서울대학교,약학과(6년제),약물학 2
서울대학교,약학과(6년제),기능성식품 및 화장품
서울대학교,약학과(6년제),천연물의약학
서울대학교,약학과(6년제),융합글로벌콜로키움
서울대학교,약학과(6년제),융합형 미래 신약
서울대학교,약학과(6년제),약학실습 8
서울대학교,약학과(6년제),약학실습 7
서울대학교,약학과(6년제),약학실습 6
서울대학교,약학과(6년제),약학실습 5
서울대학교,약학과(6년제),심화약학실습 2
서울대학교,약학과(6년제),심화약학실습 1
서울대학교,약학과(6년제),한약제제학
서울대학교,약학과(6년제),약학경영학
서울대학교,약학과(6년제),신약개발의 원리 
서울대학교,약학과(6년제),동물의약품학
서울대학교,약학과(6년제),건강증진과 약사
서울대학교,약학과(6년제),실무실습 4
서울대학교,약학과(6년제),실무실습 3
서울대학교,약학과(6년제),특수환자군 약료학
서울대학교,약학과(6년제),첨단 바이오의약품학
서울대학교,약학과(6년제),약학연구 3
서울대학교,약학과(6년제),약물치료학: 정신신경과 비뇨기 질환
서울대학교,약학과(6년제),약물유전체학
서울대학교,약학과(6년제),약물경제학
서울대학교,약학과(6년제),분자종양생물학
서울대학교,약학과(6년제),맞춤약제학
서울대학교,약학과(6년제),약사법규
서울대학교,약학과(6년제),약물치료학 및 실습: 감염과 종양 질환
서울대학교,약학과(6년제),실무실습 2
서울대학교,약학과(6년제),천연물화학
서울대학교,약학과(6년제),약학데이터사이언스개론
서울대학교,제약학과(2+4학제),분자병태생리학
서울대학교,제약학과(2+4학제),의약분자생물학
